disease_name,url,title,question,answer
Melanoma,https://www.merckmanuals.com/professional/dermatologic-disorders/cancers-of-the-skin/melanoma,Melanoma,Acral-lentiginous melanoma,"This type accounts for only 2 to 10% of melanomas. Incidence is probably the same regardless of skin pigmentation, but because people with dark skin infrequently develop other forms of melanoma, acral-lentiginous melanoma is the most common type among them.
Acral-lentiginous melanoma arises on palmar, plantar, and subungual skin and has a characteristic histologic picture similar to that of lentigo maligna melanoma.
This type of melanoma often has mutations in the _C-kit_ gene.
Acral-Lentiginous Melanoma
Hide Details
This photo shows longitudinal pigmentation of the nail (melanonychia striata; blue arrow) and hyperpigmentation extending across the lunula to the proximal nail fold (Hutchinson sign; red arrow) of the middle finger. Acral-lentiginous melanoma, the most common type of melanoma among people with dark skin, occurs on palmar, plantar, or subungual skin. This patient was diagnosed with acral-lentiginous melanoma (a form of malignant melanoma). (The dark area on the thumbnail is a subungual hematoma.)
Photo courtesy of Carl Washington, MD and Mona Saraiya, MD, MPH, via the Public Health Image Library of the Centers for Disease Control and Prevention.
Acral-Lentiginous Melanoma (Toe)
Hide Details
This photo shows acral-lentiginous melanoma on the great toe. This melanoma occurs on palmar, plantar, or subungual skin.
Photo courtesy of Gregory L. Wells, MD.
Subungual Melanoma
Image
Photo courtesy of Karen McKoy, MD."
Melanoma,https://www.merckmanuals.com/professional/dermatologic-disorders/cancers-of-the-skin/melanoma,Melanoma,Amelanotic melanoma,"Amelanotic melanoma is a type of melanoma that does not produce pigment. It can be any of the 4 main types and is most often grouped with the minor categories of melanoma such as spitzoid melanoma, desmoplastic melanoma, neurotropic melanoma, and others.
Accounting for < 10% of melanomas, amelanotic melanomas may be pink, red, or slightly light brown and may have well-defined borders. Their appearance may suggest benign lesions, or a form of nonmelanoma skin cancer, and thereby lead to a late diagnosis and possibly a worse prognosis.
Amelanotic Melanoma
Hide Details
This melanoma is amelanotic.
DR P. MARAZZI/SCIENCE PHOTO LIBRARY"
Melanoma,https://www.merckmanuals.com/professional/dermatologic-disorders/cancers-of-the-skin/melanoma,Melanoma,Diagnosis of Melanoma,"* Biopsy

Polarized light and immersion contact dermoscopy may be useful for distinguishing melanomas from benign lesions. However, biopsy and histologic evaluation should be considered if moles have certain characteristics of concern (known as the ABCDEs of melanoma):
* A: Asymmetry—asymmetric appearance
* B: Borders—irregular borders (ie, not round or oval)
* C: Color—color variation within the mole, unusual colors, or a color significantly different or darker than the patient's other moles
* D: Diameter—> 6 mm
* E: Evolution—a new mole in a patient > 30 years of age or a changing mole

Patients at risk can be taught self-examination to detect changes in existing moles and to recognize features suggesting melanoma.
Other red flags include
* Recent enlargement or change in shape
* Change in surface characteristics or consistency
* Signs of inflammation in surrounding skin, with possible bleeding, ulceration, itching, or tenderness

However, recent enlargement, darkening, ulceration, or bleeding usually indicates that the melanoma has already invaded the skin deeply.
If doubt exists, biopsy should include the full depth of the dermis and extend slightly beyond the edges of the lesion. Because earlier diagnosis can be lifesaving and features of melanoma can be variable, even slightly suspect lesions should be biopsied. Earlier diagnosis of melanoma is possible if biopsy specimens can be obtained from lesions having variegated colors (eg, brown or black with shades of red, gray, or blue), irregular elevations that are visible or palpable, and borders with angular indentations or notches.
Biopsy should be excisional for most lesions except those on anatomically sensitive or cosmetically important areas; in these cases, a broad shave biopsy can be done. For broader lesions such as lentigo maligna, representative shave biopsies from several areas can increase the diagnostic yield. By doing step sections, the pathologist can determine the maximal thickness of the melanoma. Definitive radical surgery should not precede histologic diagnosis.
Tumors, particularly if metastatic, are sometimes tested genetically for mutations, eg, to suggest treatment with vemurafenib, a Tumors, particularly if metastatic, are sometimes tested genetically for mutations, eg, to suggest treatment with vemurafenib, a _BRAF_ inhibitor, for metastatic melanomas bearing a V600 mutation in the _BRAF_ gene."
Melanoma,https://www.merckmanuals.com/professional/dermatologic-disorders/cancers-of-the-skin/melanoma,Melanoma,Staging (Melanoma),"The staging of melanoma is based on clinical and pathologic criteria and closely corresponds to the traditional tumor-node-metastasis (TNM) classification system. The staging system classifies melanomas based on local, regional, or distant disease:
* Stages I and II: Localized primary melanoma
* Stage III: Metastasis to regional lymph nodes
* Stage IV: Distant metastatic disease

Stage strongly correlates with survival. Sentinel lymph node biopsy (SLNB), a minimally invasive microstaging technique, is a major advance in the ability to stage cancers more accurately. Recommended staging studies depend on the Breslow depth (how deeply tumor cells have invaded) and histologic characteristics of the melanoma; ulceration indicates higher risk in melanomas that are  1.0–2.0 mm | Without ulceration
IIB| > 1.0–2.0 mm| With ulceration
IIIA| > 2.0–4.0 mm| Without ulceration
IIIB| > 2.0–4.0 mm| With ulceration
IVA| > 4.0 mm | Without ulceration
IVB| > 4.0 mm| With ulceration"
Melanoma,https://www.merckmanuals.com/professional/dermatologic-disorders/cancers-of-the-skin/melanoma,Melanoma,Treatment of Melanoma,"* Surgical excision
* Possibly adjuvant radiation therapy, imiquimod, or cryotherapyPossibly adjuvant radiation therapy, imiquimod, or cryotherapy
* For metastatic or unresectable melanoma, immunotherapy (eg, pembrolizumab, nivolumab, ipilimumab), targeted therapy (eg, vemurafenib, dabrafenib, encorafenib), and radiation therapyFor metastatic or unresectable melanoma, immunotherapy (eg, pembrolizumab, nivolumab, ipilimumab), targeted therapy (eg, vemurafenib, dabrafenib, encorafenib), and radiation therapy

Treatment of melanoma is primarily by surgical excision (wide local excision). Although the width of margins is debated, most experts agree that a 1-cm lateral tumor-free margin is adequate for lesions < 0.8 mm thick. In tumors < 0.8 mm thick but with ulceration, sentinel lymph node biopsy can be considered. Thicker lesions may deserve larger margins, more radical surgery, and sentinel lymph node biopsy.
Lentigo maligna melanoma and lentigo maligna are usually treated with wide local excision and, if necessary, skin grafting. Intensive radiation therapy is much less effective.
The ideal treatment of melanoma in situ is surgical excision. Sometimes this can be accomplished with staged excisions or Mohs micrographic surgery, in which tissue borders are progressively excised until specimens are tumor-free (as determined by microscopic examination during surgery). If patients decline or are not candidates for surgical therapy (eg, because of comorbidities or involvement of cosmetically important areas), imiquimod and cryotherapy can be considered. Most other treatment methods usually do not penetrate deeply enough into involved follicles, which must be removed.The ideal treatment of melanoma in situ is surgical excision. Sometimes this can be accomplished with staged excisions or Mohs micrographic surgery, in which tissue borders are progressively excised until specimens are tumor-free (as determined by microscopic examination during surgery). If patients decline or are not candidates for surgical therapy (eg, because of comorbidities or involvement of cosmetically important areas), imiquimod and cryotherapy can be considered. Most other treatment methods usually do not penetrate deeply enough into involved follicles, which must be removed.
Spreading or nodular melanomas have usually been treated with wide local excision. Lymph node dissection is recommended when nodes are involved clinically or on histologic evaluation of sentinel lymph node biopsy."
Melanoma,https://www.merckmanuals.com/professional/dermatologic-disorders/cancers-of-the-skin/melanoma,Melanoma,Prognosis for Melanoma,"For tumors of cutaneous origin (not central nervous system and subungual melanomas) that have not metastasized, the survival rate varies depending on the thickness of the tumor at the time of diagnosis.
Mucosal melanomas (especially anorectal melanomas) have a poor prognosis, although they often seem quite limited when discovered. They account for a higher proportion of melanomas in Black, Hispanic, and Asian people compared with White people.
Degree of lymphocytic infiltration, which represents reaction by the patient’s immunologic defense system, may correlate with the level of invasion and prognosis. Chances of cure are maximal when lymphocytic infiltration is limited to the most superficial lesions and decrease with deeper levels of tumor cell invasion, ulceration, and vascular or lymphatic invasion.
A commercially available test of gene expression can help determine whether patients who have stage I or II melanomas are at high or low risk of metastases. This test has not yet been added to consensus guidelines; using it to determine whether patients should receive immunotherapy is not recommended at this time."
Melanoma,https://www.merckmanuals.com/professional/dermatologic-disorders/cancers-of-the-skin/melanoma,Melanoma,Prevention of Melanoma,"Because melanoma is associated with ultraviolet (UV) exposure, a number of measures are recommended to limit exposure.
* Sun avoidance: Seeking shade, minimizing outdoor activities between 10 AM and 4 PM (when sun's rays are strongest), and avoiding sunbathing and the use of tanning beds
* Use of protective clothing: Long-sleeved shirts, pants, and broad-brimmed hats
* Use of sunscreen: At least sun protection factor (SPF) 30 with broad-spectrum UVA/UVB protection, used as directed (ie, reapplied every 2 hours and after swimming or sweating); should not be used to prolong sun exposure

However, current evidence is inadequate to determine whether these measures reduce incidence or mortality of melanoma."
Melanoma,https://www.merckmanuals.com/professional/dermatologic-disorders/cancers-of-the-skin/melanoma,Melanoma,Key Points (Melanoma),"* Melanoma accounts for < 2% of total skin cancers diagnosed in the United States but causes most skin cancer deaths.
* Melanoma can develop in the skin, mucosa, conjunctiva, choroid layer of the eye, leptomeninges, and nail beds.
* Although melanoma can develop from a typical or atypical mole, most do not.
* Physicians (and patients) should monitor moles for changes in size, shape, borders, color, or surface characteristics and for bleeding, ulceration, itching, and tenderness.
* Biopsy even slightly suspect lesions.
* Excise melanomas whenever feasible, particularly when melanomas have not metastasized.
* Consider immunotherapy (eg, pembrolizumab, nivolumab), molecular targeted therapies (eg, MEK inhibitors, BRAF inhibitors), and radiation therapy if melanoma is unresectable or metastatic.Consider immunotherapy (eg, pembrolizumab, nivolumab), molecular targeted therapies (eg, MEK inhibitors, BRAF inhibitors), and radiation therapy if melanoma is unresectable or metastatic."
Melanoma,https://www.merckmanuals.com/professional/dermatologic-disorders/cancers-of-the-skin/melanoma,Melanoma,More Information (Melanoma),The following English-language resource may be useful. Please note that THE MANUAL is not responsible for the content of this resource.
Melanoma,https://www.merckmanuals.com/professional/dermatologic-disorders/cancers-of-the-skin/melanoma,Melanoma,Drugs Mentioned In This Article (Melanoma),"Copyright © 2025 Merck & Co., Inc., Rahway, NJ, USA and its affiliates. All rights reserved.

Copyright© 2025Merck & Co., Inc., Rahway, NJ, USA and its affiliates. All rights reserved.
Reject Cookies Accept Cookies
Customize my Settings"
Melanoma,https://medlineplus.gov/ency/article/003257.htm,Memory loss,Causes (Melanoma),"Expand Section
Normal aging can cause some forgetfulness. It is normal to have some trouble learning new material or needing more time to remember it. But normal aging does not lead to dramatic memory loss. Such memory loss is due to other diseases.
Memory loss can be caused by many things. To determine a cause, your health care provider will ask if the problem came on suddenly or slowly.
Many areas of the brain help you create and retrieve memories. A problem in any of these areas can lead to memory loss.
Memory loss may result from a new injury to the brain, which is caused by or is present after:
* Not enough oxygen getting to the brain when your heart or breathing is stopped for too long
* Major surgery or severe illness, including brain surgery
* Sudden, temporary loss of memory (transient global amnesia) of unclear cause

Sometimes, memory loss occurs with mental health problems, such as:
* After a major, traumatic or stressful event

Memory loss may be a sign of dementia. Dementia also affects thinking, language, judgment, and behavior. Common types of dementia associated with memory loss are:
* Vascular dementia
* Lewy body dementia
* Fronto-temporal dementia
* Normal pressure hydrocephalus

Other causes of memory loss include:
* Alcohol or use of prescription or illegal drugs"
Melanoma,https://medlineplus.gov/ency/article/003257.htm,Memory loss,Home Care (Melanoma),"Expand Section
A person with memory loss needs a lot of support.
* It helps to show the person familiar objects, music, or and photos or play familiar music.
* It is important to write down when the person should take any medicine or do other critical tasks.
* If a person needs help with everyday tasks, or if safety or nutrition is a concern, you may want to consider extended-care facilities, such as a nursing home."
Melanoma,https://medlineplus.gov/ency/article/003257.htm,Memory loss,What to Expect at Your Office Visit (Melanoma),"Expand Section
Your provider will perform a physical exam and ask about the person's medical history and symptoms. This will usually include asking questions of family members and friends. For this reason, they may be interviewed in-person or by phone.
Medical history questions may include:
* Type of memory loss, such as short-term or long-term
* Time pattern, such as how long the memory loss has lasted or whether it comes and goes
* Things that triggered memory loss, such as head injury or surgery

Tests that may be done include:
* Blood tests for specific diseases that are suspected (such as low vitamin B12 or thyroid disease)
* Positron emission tomography (PET) scan
* Genetic tests

Treatment depends on the cause of memory loss. Your provider can tell you more."
Melanoma,https://medlineplus.gov/ency/article/003257.htm,Memory loss,Alternative Names (Melanoma),"Expand Section
Forgetfulness; Amnesia; Impaired memory; Loss of memory; Amnestic syndrome; Dementia - memory loss; Mild cognitive impairment - memory loss"
Melanoma,https://medlineplus.gov/ency/article/003257.htm,Memory loss,Images (Melanoma),"Expand Section

Expand Section
Kirshner HS, Gifford KA. Intellectual and memory impairments. In: Jankovic J, Mazziotta JC, Pomeroy SL, Newman NJ, eds. _Bradley and Daroff's Neurology in Clinical Practice._ 8th ed. Philadelphia, PA: Elsevier; 2022:chap 7.
Oyebode F. Disturbance of memory. In: Oyebode F, ed. _Sims' Symptoms in the Mind: Textbook of Descriptive Psychopathology._ 7th ed. Philadelphia, PA: Elsevier; 2023:chap 5."
Melanoma,https://medlineplus.gov/ency/article/003257.htm,Memory loss,Review Date 12/31/2023 (Melanoma),"Expand Section
Updated by: Joseph V. Campellone, MD, Department of Neurology, Cooper Medical School at Rowan University, Camden, NJ. Review provided by VeriMed Healthcare Network. Also reviewed by David C. Dugdale, MD, Medical Director, Brenda Conaway, Editorial Director, and the A.D.A.M. Editorial team.
Learn how to cite this page"
Melanoma,https://medlineplus.gov/ency/article/003257.htm,Memory loss,Related MedlinePlus Health Topics (Melanoma),Expand Section
Melanoma,https://medlineplus.gov/ency/article/003257.htm,Memory loss,Was this page helpful? (Melanoma),"YesNo
Thank you for your feedback!
Health Content Provider06/01/2025
The information provided herein should not be used during any medical emergency or for the diagnosis or treatment of any medical condition. A licensed medical professional should be consulted for diagnosis and treatment of any and all medical conditions. Links to other sites are provided for information only – they do not constitute endorsements of those other sites. No warranty of any kind, either expressed or implied, is made as to the accuracy, reliability, timeliness, or correctness of any translations made by a third-party service of the information provided herein into any other language. © 1997-2025 A.D.A.M., a business unit of Ebix, Inc. Any duplication or distribution of the information contained herein is strictly prohibited."
Melanoma,https://www.aad.org/media/stats-melanoma,Melanoma,Featured (Melanoma),"Find practical guidance on coding issues common in dermatology practices.
Learn how to reduce burdens with health tech."
Melanoma,https://www.aad.org/media/stats-melanoma,Melanoma,Featured (Melanoma),"Review current clinical guidelines, those in development, and guidelines that the AAD has collaborated on.
The Academy has developed quality measures to help your dermatology practice."
Melanoma,https://www.aad.org/media/stats-melanoma,Melanoma,Featured (Melanoma),"Read this month's top stories in Dermatology World.
Check out DermWorld Insights & Inquiries for the latest updates from Dr. Warren Heymann"
Melanoma,https://www.aad.org/media/stats-melanoma,Melanoma,Featured (Melanoma),"Access tools and guidance on combatting burnout and fostering wellness.
Get help to evaluate what practice model fits your needs, as well as guidance on selling a practice."
Melanoma,https://www.aad.org/media/stats-melanoma,Melanoma,Featured (Melanoma),"Access resources to help you promote the specialty in your community and beyond.
Learn about the Academy's advocacy priorities and how to join efforts to protect your practice."
Melanoma,https://www.aad.org/media/stats-melanoma,Melanoma,Q. What is melanoma?,"**A.** Melanoma, the most serious form of skin cancer, is characterized by the uncontrolled growth of pigment-producing cells. Melanoma may appear on the skin suddenly without warning but also can develop within an existing mole. The overall incidence of melanoma continues to rise. (1,2)"
Melanoma,https://www.aad.org/media/stats-melanoma,Melanoma,Q. Is melanoma a serious disease?,"**A.** Melanoma is highly treatable when detected early, but advanced melanoma can spread to the lymph nodes and internal organs, which can result in death. It is estimated that 8,430 people will die from melanoma in 2025 in the United States. (3) It is estimated that 212,200 new cases of melanoma, 107,240 noninvasive (in situ) and 104,960 invasive, will be diagnosed in the U.S. in 2025. (3)"
Melanoma,https://www.aad.org/media/stats-melanoma,Melanoma,Q. Can melanoma be cured?,"**A.** When detected in its earliest stages, melanoma is highly treatable. The average five-year survival rate for individuals whose melanoma is detected and treated before it spreads to the lymph nodes is 99%. The five-year survival rates for melanoma with regional and distant spread are 75% and 35%, respectively. (3)
Early detection is essential. Dermatologists recommend a regular self-examination of the skin to detect changes in its appearance. Changing, suspicious or unusual moles or blemishes should be examined as soon as possible. A board-certified dermatologist can make individual recommendations as to how often a person needs a skin exam from a doctor based on individual risk factors, including skin type, history of sun exposure, and family history."
Melanoma,https://www.aad.org/media/stats-melanoma,Melanoma,Q. Can melanoma be prevented?,"**A.** UV exposure is the most preventable risk factor for all skin cancers, including melanoma. Here’s how to protect your skin from the sun’s harmful UV rays:
* **Seek shade.** The sun’s rays are strongest between 10 a.m. and 2 p.m. If your shadow is shorter than you are, seek shade.
* **Wear sun-protective clothing,** such as a lightweight long-sleeved shirt, pants, a wide-brimmed hat, and sunglasses with UV protection, when possible. For more effective protection, choose clothing with an ultraviolet protection factor (UPF) number on the label.
* **Apply a broad-spectrum, water-resistant sunscreen with an SPF of 30 or higher** to all skin not covered by clothing. Broad-spectrum sunscreen provides protection from both UVA and UVB rays.
* **Use extra caution near water, snow, and sand** because they reflect and intensify the damaging rays of the sun, which can increase your chances of sunburn.
* **Avoid tanning beds.** If you want to look tan, consider using a self-tanning product, but continue to use sunscreen with it.

_**Last updated:**__03/25/25_
2. Arnold M, Singh D, Laversanne M, et al. Global Burden of Cutaneous Melanoma in 2020 and Projections to 2040. _JAMA Dermatol_. May 1 2022;158(5):495-503. doi:10.1001/jamadermatol.2022.0160
4. Shain AH, Yeh I, Kovalyshyn I, et al. The Genetic Evolution of Melanoma from Precursor Lesions. _N Engl J Med_. Nov 12 2015;373(20):1926-36. doi:10.1056/NEJMoa1502583
5. Wu S, Han J, Laden F, Qureshi AA. Long-term ultraviolet flux, other potential risk factors, and skin cancer risk: a cohort study. _Cancer Epidemiol Biomarkers Prev_. Jun 2014;23(6):1080-9. doi:10.1158/1055-9965.EPI-13-0821
6. An S, Kim K, Moon S, et al. Indoor Tanning and the Risk of Overall and Early-Onset Melanoma and Non-Melanoma Skin Cancer: Systematic Review and Meta-Analysis. _Cancers (Basel)_. Nov 25 2021;13(23)doi:10.3390/cancers13235940
7. Colantonio S, Bracken MB, Beecker J. The association of indoor tanning and melanoma in adults: systematic review and meta-analysis. _J Am Acad Dermatol_. May 2014;70(5):847-57 e1-18. doi:10.1016/j.jaad.2013.11.050
8. Arnold M, Kvaskoff M, Thuret A, Guenel P, Bray F, Soerjomataram I. Cutaneous melanoma in France in 2015 attributable to solar ultraviolet radiation and the use of sunbeds. _J Eur Acad Dermatol Venereol_. Oct 2018;32(10):1681-1686. doi:10.1111/jdv.15022
9. Arnold M, de Vries E, Whiteman DC, et al. Global burden of cutaneous melanoma attributable to ultraviolet radiation in 2012. _Int J Cancer_. Sep 15 2018;143(6):1305-1314. doi:10.1002/ijc.31527
10. Islami F, Sauer AG, Miller KD, et al. Cutaneous melanomas attributable to ultraviolet radiation exposure by state. _Int J Cancer_. Sep 1 2020;147(5):1385-1390. doi:10.1002/ijc.32921
11. Lazovich D, Isaksson Vogel R, Weinstock MA, Nelson HH, Ahmed RL, Berwick M. Association Between Indoor Tanning and Melanoma in Younger Men and Women. _JAMA Dermatol_. Mar 2016;152(3):268-75. doi:10.1001/jamadermatol.2015.2938
12. Agbai ON, Buster K, Sanchez M, et al. Skin cancer and photoprotection in people of color: a review and recommendations for physicians and the public. _J Am Acad Dermatol_. Apr 2014;70(4):748-762. doi:10.1016/j.jaad.2013.11.038
13. Dawes SM, Tsai S, Gittleman H, Barnholtz-Sloan JS, Bordeaux JS. Racial disparities in melanoma survival. _J Am Acad Dermatol_. Nov 2016;75(5):983-991. doi:10.1016/j.jaad.2016.06.006
14. Muller C, Wendt J, Rauscher S, et al. Risk Factors of Subsequent Primary Melanomas in Austria. _JAMA Dermatol_. Feb 1 2019;155(2):188-195. doi:10.1001/jamadermatol.2018.4645
15. Shreberk-Hassidim R, Ostrowski SM, Fisher DE. The Complex Interplay between Nevi and Melanoma: Risk Factors and Precursors. _Int J Mol Sci_. Feb 10 2023;24(4)doi:10.3390/ijms24043541
16. Beroukhim K, Pourang A, Eisen DB. Risk of second primary cutaneous and noncutaneous melanoma after cutaneous melanoma diagnosis: A population-based study. _J Am Acad Dermatol_. Mar 2020;82(3):683-689. doi:10.1016/j.jaad.2019.10.024
17. Conforti C, Zalaudek I. Epidemiology and Risk Factors of Melanoma: A Review. _Dermatol Pract Concept_. Jul 2021;11(Suppl 1):e2021161S. doi:10.5826/dpc.11S1a161S
18. Carr S, Smith C, Wernberg J. Epidemiology and Risk Factors of Melanoma. _Surg Clin North Am_. Feb 2020;100(1):1-12. doi:10.1016/j.suc.2019.09.005
19. Jeyakumar A, Chua TC, Lam AK, Gopalan V. The Melanoma and Breast Cancer Association: An Overview of their 'Second Primary Cancers' and the Epidemiological, Genetic and Biological correlations. _Crit Rev Oncol Hematol_. Aug 2020;152:102989. doi:10.1016/j.critrevonc.2020.102989
20. Hirvonen K, Rantanen M, Haapaniemi A, Pitkaniemi J, Malila N, Makitie AA. Second primary cancer after major salivary gland carcinoma. _Head Neck_. Feb 2018;40(2):251-258. doi:10.1002/hed.24937
21. Robertson D, Ng SK, Baade PD, Lam AK. Risk of extracolonic second primary cancers following a primary colorectal cancer: a systematic review and meta-analysis. _Int J Colorectal Dis_. Mar 2022;37(3):541-551. doi:10.1007/s00384-022-04105-x
22. Broman KK, Meng Q, Holmqvist A, et al. Incidence of and Risk Factors for Cutaneous Malignant Neoplasms After Blood or Marrow Transplant. _JAMA Dermatology_. 2024;doi:10.1001/jamadermatol.2024.5129
23. Rotz SJ, Stratton K, Leisenring WM, et al. Melanoma Among Adult Survivors of Childhood Cancer: A Report From the Childhood Cancer Survivor Study. _J Clin Oncol._ 2025;0(0):JCO2401519.
24. Yuan TA, Lu Y, Edwards K, Jakowatz J, Meyskens FL, Liu-Smith F. Race-, Age-, and Anatomic Site-Specific Gender Differences in Cutaneous Melanoma Suggest Differential Mechanisms of Early- and Late-Onset Melanoma. _Int J Environ Res Public Health_. Mar 13 2019;16(6)doi:10.3390/ijerph16060908
25. Culp MB, Lunsford NB. Melanoma Among Non-Hispanic Black Americans. _Prev Chronic Dis_. Jun 20 2019;16:E79. doi:10.5888/pcd16.180640
27. Mahendraraj K, Sidhu K, Lau CSM, McRoy GJ, Chamberlain RS, Smith FO. Malignant Melanoma in African-Americans: A Population-Based Clinical Outcomes Study Involving 1106 African-American Patients from the Surveillance, Epidemiology, and End Result (SEER) Database (1988-2011). _Medicine (Baltimore)_. Apr 2017;96(15):e6258. doi:10.1097/MD.0000000000006258
28. Enninga EAL, Moser JC, Weaver AL, et al. Survival of cutaneous melanoma based on sex, age, and stage in the United States, 1992-2011. _Cancer Med_. Oct 2017;6(10):2203-2212. doi:10.1002/cam4.1152
29. Stanienda-Sokol K, Salwowska N, Slawinska M, et al. Primary Locations of Malignant Melanoma Lesions Depending on Patients' Gender and Age. _Asian Pac J Cancer Prev_. Nov 26 2017;18(11):3081-3086. doi:10.22034/APJCP.2017.18.11.3081
30. Schwartz MR, Luo L, Berwick M. Sex Differences in Melanoma. _Curr Epidemiol Rep_. Jun 2019;6(2):112-118. doi:10.1007/s40471-019-00192-7
31. Olsen CM, Thompson JF, Pandeya N, Whiteman DC. Evaluation of Sex-Specific Incidence of Melanoma. _JAMA Dermatol_. May 1 2020;156(5):553-560. doi:10.1001/jamadermatol.2020.0470
32. Brunsgaard EK, Wu YP, Grossman D. Melanoma in skin of color: Part I. Epidemiology and clinical presentation. _J Am Acad Dermatol_. Sep 2023;89(3):445-456. doi:10.1016/j.jaad.2022.04.056"
Melanoma,https://www.iarc.who.int/cancer-type/skin-cancer/,Skin cancer,Introduction (Melanoma),"Summary
Skin cancers are the most common groups of cancers diagnosed worldwide, with more than 1.5 million new cases estimated in 2022. In 2022, an estimated 330 000 new cases of melanoma were diagnosed worldwide and almost 60 000 people died from the disease. There are large geographical variations in melanoma incidence rates across countries and world regions. In most world regions, melanoma occurs more frequently in men than in women."
Melanoma,https://www.iarc.who.int/cancer-type/skin-cancer/,Skin cancer,News & Events (Melanoma),News & Events
Melanoma,https://www.iarc.who.int/cancer-type/skin-cancer/,Skin cancer,Press Releases (Melanoma),Press Releases
Melanoma,https://www.iarc.who.int/cancer-type/skin-cancer/,Skin cancer,Highlights (Melanoma),Highlights
Melanoma,https://www.iarc.who.int/cancer-type/skin-cancer/,Skin cancer,Infographics (Melanoma),Infographics
Melanoma,https://www.who.int/news-room/questions-and-answers/item/radiation-ultraviolet-(uv)-radiation-and-skin-cancer,Radiation: Ultraviolet (UV) radiation and skin cancer,Non-melanoma skin cancers,"Non-melanoma skin cancers comprise basal cell carcinomas and squamous cell carcinomas. These are rarely lethal but surgical treatment is painful and often disfiguring. The temporal trends of the incidence of non-melanoma skin cancers are difficult to determine, because reliable registration of these cancers has not been achieved. However, specific studies carried out in Australia, Canada and the United States, indicate that between the 1960s and the 1980s the prevalence of non-melanoma skin cancers increased by a factor of more than two.
The risk of non-melanoma skin cancers has been examined with respect to personal exposure, and the following conclusions can be drawn:
* Non-melanoma skin cancers are most frequent on parts of the body that are commonly exposed to the sun such as ears, face, neck and forearms. This implies that long-term, repeated UV radiation exposure is a major causal factor.
* Within some countries there is a clear relationship between increasing incidence of non-melanoma skin cancers with decreasing latitude, i.e. higher UV radiation levels."
Melanoma,https://www.who.int/news-room/questions-and-answers/item/radiation-ultraviolet-(uv)-radiation-and-skin-cancer,Radiation: Ultraviolet (UV) radiation and skin cancer,Some individual risk factors for skin cancer (Melanoma),"* fair skin
* blue, green or hazel eyes
* light-coloured hair
* tendency to burn rather than suntan
* history of severe sunburns
* many moles
* freckles
* a family history of skin cancer"
Melanoma,https://www.who.int/news-room/questions-and-answers/item/radiation-ultraviolet-(uv)-radiation-and-skin-cancer,Radiation: Ultraviolet (UV) radiation and skin cancer,Skin type classification**| **Do you burn in the sun?**| **Do you tan after having been in the sun? (Melanoma),"---|---|---
I| Always| Seldom
II| Usually| Sometimes
III| Sometimes| Usually
IV| Seldom| Always
V| Naturally brown skin
VI| Naturally black skin
WHO TEAM
Related"
Melanoma,https://www.who.int/news-room/questions-and-answers/item/radiation-ultraviolet-(uv)-radiation-and-skin-cancer,Radiation: Ultraviolet (UV) radiation and skin cancer,Read more (Melanoma),"News
More"
Melanoma,https://www.who.int/news-room/questions-and-answers/item/radiation-ultraviolet-(uv)-radiation-and-skin-cancer,Radiation: Ultraviolet (UV) radiation and skin cancer,SunSmart Global UV App (Melanoma),"Free application for mobile devices that describes the level of solar UV radiation at a specific location. It also provides time slots when to apply sun protection measures, in an effort to reduce the global burden of skin cancer and UV-related eye damage.

©  2025"
Melanoma,https://www.nhs.uk/conditions/melanoma-skin-cancer/,What is melanoma skin cancer?  -  Melanoma skin cancer,Support links (Melanoma),© Crown copyright
Melanoma,https://www.nhs.uk/conditions/melanoma-skin-cancer/symptoms/,Symptoms  -  Melanoma skin cancer,Contents (Melanoma),2. Symptoms
Melanoma,https://www.nhs.uk/conditions/melanoma-skin-cancer/symptoms/,Symptoms  -  Melanoma skin cancer,Main symptoms of melanoma skin cancer,"A new mole or a change in an existing mole may be signs of melanoma.
Melanomas can appear anywhere on your body, but they're more common in areas that are often exposed to the sun.
Some rarer types can affect the eyes, soles of the feet, palms of the hands or genitals.
Check your skin for any unusual changes. Use a mirror or ask a partner or friend to check any areas you cannot see."
Melanoma,https://www.nhs.uk/conditions/melanoma-skin-cancer/symptoms/,Symptoms  -  Melanoma skin cancer,Mole with an uneven shape or edges (Melanoma),"Credit:
Normal moles are usually round with smooth edges.
Melanomas are often an uneven shape. They may have 2 different shaped halves and uneven edges."
Melanoma,https://www.nhs.uk/conditions/melanoma-skin-cancer/symptoms/,Symptoms  -  Melanoma skin cancer,Mole with a mix of colours (Melanoma),"Credit:
Normal moles are usually only 1 colour.
Melanomas are often a mix of 2 or more colours."
Melanoma,https://www.nhs.uk/conditions/melanoma-skin-cancer/symptoms/,Symptoms  -  Melanoma skin cancer,Large mole (Melanoma),"Credit:
Normal moles are usually small.
Melanomas tend to be bigger, often more than 6mm wide."
Melanoma,https://www.nhs.uk/conditions/melanoma-skin-cancer/symptoms/,Symptoms  -  Melanoma skin cancer,Mole that changes over time (Melanoma),"Normal moles usually do not change over time.
A mole that changes size, shape or colour may be a melanoma.
Other signs to look out for include moles that are:
* swollen and sore
* bleeding
* itchy
* crusty

Credit:"
